Name of Restaurant,Features/Category,Market Segment,Cuisine,Top Dishes,Address,Area/Location,Latitude,Longitude,Zomato URL,Dining Rating
Tropical Chinese,Delivery Only,Cloud Kitchen,"Chinese,  North Indian,  Biryani","Chilli Chicken,  Spring Rolls,  Rajma Chawal,  Tandoori Chicken,  Sherbet,  Dragon Chicken,  Hakka Noodles"," Plot 206, Inner Ring Road, Srinivasa Nagar, Velachery, Chennai",Velachery,12.9755,80.2207,https://www.zomato.com/chennai/tropical-chinese-velachery,
Food Stop,"Breakfast, Outdoor Seating, Indoor Seating",Restaurant,South Indian,"Rasam Rice,  Uthappam,  Ghee Podi Dosa,  Pongal,  Filter Coffee,  Keerai Kootu,  Idli Sambar"," Shop A, Plot 3/C6, Opposite Community Hall, Mogappair, Chennai",Mogappair,13.0837,80.175,https://www.zomato.com/chennai/food-stop-mogappair,
Biryanism,Delivery Only,Cloud Kitchen,Biryani,"Egg Biryani,  Sherbet,  Haleem,  Chicken Biryani,  Raita,  Salna,  Mutton Biryani"," 15/32, Floor 3, 69th street, R.V.Nagar, Jafferkhanpet, Ashok Nagar, Chennai",Ashok Nagar,13.0373,80.2123,https://www.zomato.com/chennai/biryanism-1-ashok-nagar,
Parukkai,Delivery Only,Cloud Kitchen,South Indian,"Masala Dosa,  Rava Idli,  Curd Rice,  Idli Sambar,  Pongal,  Uthappam,  Bonda Soup"," 49, Anna Street, Chitlapakkam, Near Selaiyur, Chennai",Selaiyur,12.9068,80.1425,https://www.zomato.com/chennai/parukkai-selaiyur,
Burgeric,"Home Delivery, Outdoor Seating, Indoor Seating",Fast Food,"Fast Food,  Beverages","Burger,  Fried Chicken,  Buttermilk,  Hot Dog,  Cold Coffee,  French Fries,  Wrap"," 78, Madambakkam Main Road Sudharsan Nagar, Madambakkam, Selaiyur, Chennai",Selaiyur,12.9068,80.1425,https://www.zomato.com/chennai/burgeric-selaiyur,
Mr.Dozzaa And Cafe,Indoor Seating,Restaurant,South Indian,"Ghee Podi Dosa,  Keerai Kootu,  Filter Coffee,  Curd Rice,  Bonda Soup,  Pongal,  Masala Dosa"," 3/334, Opp.ASV Suntech Park, OMR, NJK Avenue, Mettukuppam, Thuraipakkam, Chennai",Thuraipakkam,12.9416,80.2362,https://www.zomato.com/chennai/mr-dozzaa-and-cafe-thuraipakkam,
Foodkar.com,"Breakfast, Outdoor Seating, Self Service",Restaurant,"South Indian,  Chinese,  Fast Food","Hakka Noodles,  Dragon Chicken,  Keerai Kootu,  Rava Idli,  Wrap,  Idli Sambar,  Pongal"," Pallavaram Ring Road, MCN Nagar Extension, Thuraipakkam, Chennai",Thuraipakkam,12.9416,80.2362,https://www.zomato.com/foodkar-com-food-truck,
Home Made Restaurant,"Breakfast, Takeaway Only",Restaurant,South Indian,"Curd Rice,  Ghee Podi Dosa,  Rava Idli,  Filter Coffee,  Uthappam,  Rasam Rice,  Medu Vada"," 4/206, Samy Nagar, 2nd Street, Tirusulam, Pallavaram, Chennai",Pallavaram,12.9675,80.1491,https://www.zomato.com/chennai/home-made-restaurant-pallavaram,
Hotel OS Bhavan,"Breakfast, Home Delivery, Indoor Seating",Hotel,"Chinese,  South Indian","Gobi Manchurian,  Idli Sambar,  Filter Coffee,  Medu Vada,  Sweet Corn Soup,  Masala Dosa,  Dragon Chicken"," N1, Ma Po Si Nagar, Velachery Main Road, Pallikaranai, Chennai",Pallikaranai,12.9349,80.2137,https://www.zomato.com/chennai/hotel-os-bhavan-pallikaranai,
Orange Tree Hotel,"Breakfast, Standing Tables, Indoor Seating",Hotel,South Indian,"Uthappam,  Rava Idli,  Rasam Rice,  Masala Dosa,  Keerai Kootu,  Bonda Soup,  Idli Sambar"," 30/46, 7th Street, Anna Nagar, Naryanaburam, Pallikaranai, Chennai",Pallikaranai,12.9349,80.2137,https://www.zomato.com/chennai/orange-tree-hotel-pallikaranai,
The Arab Shack,Indoor Seating,Fast Food,"Lebanese,  Fast Food","Milkshake,  Hot Dog,  Hummus,  Falafel,  Tabbouleh,  Arak,  French Fries"," Shop 7, Plot 13, MGR Salai, Kandanchavadi, Perungudi, Chennai",Perungudi,12.9654,80.2461,https://www.zomato.com/chennai/the-arab-shack-1-perungudi,
Chettinadu Biryani,"Home Delivery, Indoor Seating",Restaurant,Biryani,"Sherbet,  Brinjal Curry,  Vegetable Biryani,  Raita,  Salna,  Chicken 65,  Mutton Biryani"," 5/330, OMR Main Road, Okkiyam Pettai, Thuraipakkam, Chennai",Thuraipakkam,12.9416,80.2362,https://www.zomato.com/chennai/chettinadu-biryani-thuraipakkam,
Sai Kai Manam,"Breakfast, Delivery Only",Cloud Kitchen,South Indian,"Masala Dosa,  Rava Idli,  Pongal,  Filter Coffee,  Curd Rice,  Bonda Soup,  Medu Vada", Delivery Only,Tiruvottiyur,13.1643,80.3001,https://www.zomato.com/chennai/sai-kai-manam-tiruvottiyur,
Sri Mathura Chat and Lassi,Indoor Seating,Fast Food,"North Indian,  Street Food","Bhel Puri,  Tandoori Chicken,  Vada Pav,  Aloo Tikki,  Rogan Josh,  Naan,  Paneer Butter Masala"," 21/2, Josier Street, Tirumurthy Nagar, Nungambakkam, Chennai",Nungambakkam,13.0569,80.2425,https://www.zomato.com/chennai/sri-mathura-chat-and-lassi-nungambakkam,4
Rimnasi Fast Food,Outdoor Seating,Restaurant,"Chinese,  Mughlai,  Seafood","Haleem,  Mutton Dum Biryani,  Chilli Chicken,  Meen Kuzhambu,  Fish Biryani,  Chilli Paneer,  Calamari"," 17/1B, Whenals Road, Egmore, Chennai",Egmore,13.0732,80.2609,https://www.zomato.com/chennai/rimnasi-fast-food-egmore,
The Big Brothers All In,Delivery Only,Cloud Kitchen,"North Indian,  South Indian,  Chinese","Idli Sambar,  Naan,  Sweet Corn Soup,  Fried Rice,  Gobi Manchurian,  Rogan Josh,  Rasam Rice"," 407/12A, Ground Floor, A Block, Am Complex, Chettipuniyam, Chengalpattu, Chennai",Chengalpattu,12.6819,79.9888,https://www.zomato.com/chennai/the-big-brothers-all-in-chengalpattu,
Sai Atcharaas Hot Chips,"Takeaway Only, Standing Tables",Fast Food,Street Food,"Kachori,  Samosa,  Dahi Puri,  Sev Puri,  Bhel Puri,  Aloo Tikki,  Vada Pav"," 69/1, Swathi Nikethen, Ayodhya Nagar, New Perungalathur, Tambaram, Chennai",Tambaram,12.9249,80.1,https://www.zomato.com/chennai/sai-atcharaas-hot-chips-tambaram,
Raji Chat Zone,"Takeaway Only, Standing Tables, Free Parking",Fast Food,Street Food,"Pav Bhaji,  Bhel Puri,  Corn Chaat,  Dahi Puri,  Sev Puri,  Pani Puri,  Aloo Tikki"," 50, NSC Bose Road, Edapalaiyam, Opposite Khazanchi Jewellers, Park Town, Chennai",Park Town,13.0796,80.2752,https://www.zomato.com/chennai/raji-chat-zone-park-town,
Night Bird,Delivery Only,Cloud Kitchen,"Biryani,  Andhra,  South Indian,  North Indian","Filter Coffee,  Egg Biryani,  Tandoori Chicken,  Majjiga Pulusu,  Punugulu,  Salna,  Palak Paneer"," 34, 1st Street, Srinivasa Nagar, Kandanchavadi, Perungudi, Chennai",Perungudi,12.9654,80.2461,https://www.zomato.com/chennai/night-bird-perungudi,
Its King Biryani,"Takeaway Only, Standing Tables",Restaurant,Biryani,"Chicken Biryani,  Haleem,  Salna,  Sherbet,  Egg Biryani,  Mutton Biryani,  Vegetable Biryani"," 1/17, Kribhanandha, Variyar St, Keelkattalai, Valasaravakkam, Chennai",Valasaravakkam,13.0403,80.1723,https://www.zomato.com/chennai/its-king-biryani-valasaravakkam,
Cafe Dubai,Indoor Seating,Restaurant,Arabian,"Mandi Biryani,  Kunafa,  Pita Bread,  Kabsa,  Shawarma,  Falafel,  Hummus"," 2037, 15th Main Road, Saptagiri Colony, Anna Nagar, Chennai",Anna Nagar West,13.0862,80.2018,https://www.zomato.com/chennai/cafe-dubai-anna-nagar-west,
Bisme Hotel,"Home Delivery, Indoor Seating",Hotel,"Tamil,  Chinese","Chilli Paneer,  Hakka Noodles,  Sweet Corn Soup,  Filter Coffee,  Dim Sum,  Keerai Masiyal,  Idiyappam"," 3/171, Nehru Street, Karapakkam, Chennai",Karapakkam,12.9191,80.23,https://www.zomato.com/chennai/bisme-hotel-karapakkam,4
Ak Biriyani,Indoor Seating,Restaurant,Biryani,"Haleem,  Chicken 65,  Salna,  Egg Biryani,  Raita,  Brinjal Curry,  Vegetable Biryani"," 170/69, Kodambakkam Road, Mattupalayam Market, Saidapet, Chennai",Saidapet,13.0213,80.2231,https://www.zomato.com/chennai/ak-biriyani-saidapet,4.3
Spicee Spot,"Vegetarian Only, Outdoor Seating",Fast Food,Sandwich,"Veg Sandwich,  Focaccia Sandwich,  BLT,  Egg Sandwich,  French Fries,  Paneer Sandwich,  Grilled Chicken Sandwich"," 1, Munuswamy Kovil Street, Menambedu, Ambattur, Chennai",Ambattur,13.1186,80.1574,https://www.zomato.com/chennai/spicee-spot-ambattur,
VIP Curry Treat,Takeaway Only,Restaurant,"North Indian,  Chinese","Chole Bhature,  Rogan Josh,  Palak Paneer,  Rajma Chawal,  Fried Rice,  Biryani,  Butter Chicken"," LB 27, Nandanar Street, NH-2, Maraimalai Nagar, Potheri, Chennai",Potheri,12.8213,80.0371,https://www.zomato.com/chennai/vip-curry-treat-potheri,
Shree Sakthi Saivabhavan,"Breakfast, Home Delivery, Vegetarian Only",Fast Food,"South Indian,  Fast Food","Wrap,  Rava Idli,  Masala Dosa,  Nuggets,  Peri Peri Fries,  Fried Chicken,  Curd Rice"," 45, Saminathan Street, Chintadripet, Egmore, Chennai",Egmore,13.0732,80.2609,https://www.zomato.com/chennai/shree-sakthi-saivabhavan-egmore,
Namma Oru Chinese Kitchen,Home Delivery,Fast Food,"Chinese,  Fast Food,  Rolls,  Sandwich,  Burger","Sweet Corn Soup,  Hakka Noodles,  Cheese Burger,  Spring Rolls,  Cold Coffee,  Chilli Chicken,  Club Sandwich"," 41, Sri Kumaran Nagar Main Road, Seevaram, Perungudi, Chennai",Perungudi,12.9654,80.2461,https://www.zomato.com/chennai/namma-oru-chinese-kitchen-perungudi,3.6
Wagon 007,Delivery Only,Cloud Kitchen,"Burger,  Fast Food","Fried Chicken,  Nuggets,  Hot Dog,  Peri Peri Fries,  Veggie Burger,  Cheese Burger,  Wrap", Delivery Only,Navallur,12.8459,80.2265,https://www.zomato.com/chennai/wagon-007-navallur,
Khalids Biriyani,Delivery Only,Cloud Kitchen,"Biryani,  North Indian","Raita,  Salna,  Chole Bhature,  Mutton Biryani,  Brinjal Curry,  Naan,  Butter Chicken", Delivery Only,Chromepet,12.9516,80.1462,https://www.zomato.com/chennai/khalids-biriyani-chromepet,4
G R Sparks Multicuisine Restaurant,Indoor Seating,Restaurant,"North Indian,  South Indian,  Chinese","Palak Paneer,  Gobi Manchurian,  Biryani,  Pongal,  Chicken Manchurian,  Rajma Chawal,  Spring Rolls"," Dharma Nagar, Thiruverkadu Main Road, Ayappakam, Ambattur, Chennai",Ambattur,13.1186,80.1574,https://www.zomato.com/chennai/g-r-sparks-multicuisine-restaurant-2-ambattur,
Snack Time,Indoor Seating,Fast Food,Fast Food,"French Fries,  Milkshake,  Hot Dog,  Burger,  Nuggets,  Wrap,  Fried Chicken"," 21/15, Ponniamman Koil St, Puzhuthivakkam, Madipakkam, Chennai",Madipakkam,12.9647,80.1961,https://www.zomato.com/chennai/snack-time-madipakkam,
Jaffer Biriyani,Indoor Seating,Restaurant,North Indian,"Aloo Paratha,  Naan,  Rajma Chawal,  Butter Chicken,  Chole Bhature,  Tandoori Chicken,  Dal Makhani"," 167, Gandhi Road, Soni Nagar, Periyar Nagar Extension, Velachery, Chennai",Velachery,12.9755,80.2207,https://www.zomato.com/chennai/jaffer-biriyani-velachery,
Shree Harini Foods,"Breakfast, Indoor Seating",Fast Food,"South Indian,  Fast Food,  Tamil","Wrap,  French Fries,  Kuzhambu Rice,  Idiyappam,  Peri Peri Fries,  Rasam,  Pongal"," 42, Anna Street, Sholinganallur, Chennai",Sholinganallur,12.901,80.2279,https://www.zomato.com/chennai/shree-harini-foods-sholinganallur,3.1
Infusions,Indoor Seating,Fast Food,Fast Food,"Wrap,  Peri Peri Fries,  Fried Chicken,  Milkshake,  Burger,  Nuggets,  Sandwich"," 18, A.M Complex, 1st Floor, Jubilee Road, Opposite Mahindra World City, Chettipunniyam Road, Chengalpattu, Chennai",Chengalpattu,12.6819,79.9888,https://www.zomato.com/chennai/infusions-3-chengalpattu,
PT Restaurant,Delivery Only,Cloud Kitchen,"Chinese,  South Indian,  North Indian","Paneer Butter Masala,  Rogan Josh,  Filter Coffee,  Pongal,  Bonda Soup,  Biryani,  Sweet Corn Soup"," 31/3B, Poonamalle Bye Pass Road, Poonamalle, Chennai",Poonamalle,13.0473,80.0945,https://www.zomato.com/chennai/pt-restaurant-poonamalle,
Marina Mess,"Breakfast, Indoor Seating",Restaurant,"South Indian,  North Indian,  Chinese","Aloo Paratha,  Dal Makhani,  Chole Bhature,  Dragon Chicken,  Rogan Josh,  Spring Rolls,  Rasam Rice"," Indira Priyadharshini Nagar, Perubakkam, Near Global Hospital Road, Medavakkam, Chennai",Medavakkam,12.92,80.192,https://www.zomato.com/chennai/marina-mess-1-medavakkam,
Bamboo Cafe,"Breakfast, Indoor Seating",Restaurant,South Indian,"Filter Coffee,  Bonda Soup,  Medu Vada,  Keerai Kootu,  Pongal,  Curd Rice,  Rasam Rice"," 57, 2nd Cross, Global Hospital Road, Indira Priyadarshini Nagar, Perumbakkam, Near Medavakkam, Chennai",Medavakkam,12.92,80.192,https://www.zomato.com/chennai/bamboo-cafe-medavakkam,
Scoop And Shakes By Cafe Zea,Indoor Seating,Cafe,Beverages,"Rose Milk,  Mango Lassi,  Cold Coffee,  Fresh Lime Soda,  Mojito,  Filter Coffee,  Masala Chai"," V.O.C Nagar, Vijaya Nagar, Velachery, Chennai",Velachery,12.9755,80.2207,https://www.zomato.com/chennai/scoop-and-shakes-by-cafe-zea-velachery,
Kwality Walls,"Home Delivery, Desserts and Bakes",Restaurant,"Beverages,  Bakery","Croissant,  Fresh Lime Soda,  Chocolate Cake,  Cold Coffee,  Filter Coffee,  Danish Pastry,  Masala Chai"," 142/35, Nattu Muttu Street, Teynampet, Chennai",Teynampet,13.0405,80.2503,https://www.zomato.com/chennai/kwality-walls-teynampet,4.4
Veggies.Com,"Breakfast, Indoor Seating",Restaurant,South Indian,"Keerai Kootu,  Pongal,  Curd Rice,  Masala Dosa,  Uthappam,  Ghee Podi Dosa,  Rasam Rice"," 180, Nunkampalayam Road, Kamaraj Nagar, Near Apple Super Market, Sholinganallur, Chennai",Sholinganallur,12.901,80.2279,https://www.zomato.com/chennai/veggies-com-3-sholinganallur,
Jyothi Tiffin,"Breakfast, Indoor Seating",Restaurant,South Indian,"Filter Coffee,  Rasam Rice,  Ghee Podi Dosa,  Keerai Kootu,  Curd Rice,  Uthappam,  Masala Dosa"," 84, 1st Street, Thiruvalluvapuram, Choolaimedu, Chennai",Choolaimedu,13.0632,80.225,https://www.zomato.com/chennai/jyothi-tiffin-choolaimedu,
Atti Juice Shop,"Takeaway Only, Standing Tables",Cafe,Juices,"Sugarcane Juice,  Green Juice,  Lemon Ginger Juice,  Fresh Orange Juice,  Pineapple Juice,  Beetroot Juice,  Mango Juice"," New 283, Old 72, Ashoka Nagar, Arumbakkam, Chennai",Arumbakkam,13.0724,80.2102,https://www.zomato.com/chennai/atti-juice-shop-arumbakkam,
Hotel Annapithaa,"Breakfast, Outdoor Seating, Indoor Seating",Hotel,South Indian,"Idli Sambar,  Rasam Rice,  Uthappam,  Filter Coffee,  Keerai Kootu,  Rava Idli,  Medu Vada"," 92, Velachery Tambaram Main Road, Near Elite Saloon, Pallikaranai, Chennai",Pallikaranai,12.9349,80.2137,https://www.zomato.com/chennai/hotel-annapithaa-pallikaranai,
Chennai RR Biryani,"Home Delivery, Outdoor Seating, Indoor Seating",Restaurant,"Asian,  Chinese","Hakka Noodles,  Dragon Chicken,  Mango Sticky Rice,  Fried Rice,  Spring Rolls,  Chilli Chicken,  Tom Yum Soup"," 1, Main Road, Chelliamman Colony, Peruvalur, Near Kumaran Nagar Sai Baba Temple, Kolathur, Chennai",Kolathur,13.124,80.2121,https://www.zomato.com/chennai/chennai-rr-biryani-1-kolathur,
Nallappas Cafe,"Breakfast, Indoor Seating",Fast Food,"Beverages,  Street Food","Corn Chaat,  Buttermilk,  Fresh Lime Soda,  Rose Milk,  Cold Coffee,  Tender Coconut,  Pani Puri"," 4, 2067, Vasantham Colony, 1st Street, Anna Nagar West, Chennai",Anna Nagar West,13.0862,80.2018,https://www.zomato.com/chennai/nallappas-cafe-anna-nagar-west,
Coolbay Fresh Cane,Takeaway Only,Cafe,Beverages,"Tender Coconut,  Fresh Lime Soda,  Rose Milk,  Green Tea,  Buttermilk,  Mango Lassi,  Mojito"," 50, Anna St, Sholinganallur, Chennai",Sholinganallur,12.901,80.2279,https://www.zomato.com/chennai/coolbay-fresh-cane-sholinganallur,
Wrapster,Indoor Seating,Fast Food,Fast Food,"Peri Peri Fries,  Fried Chicken,  Onion Rings,  Milkshake,  Wrap,  Nuggets,  Burger"," 63, North Park Street, Venkatapuram, Ambattur, Chennai",Ambattur,13.1186,80.1574,https://www.zomato.com/chennai/wrapster-ambattur,
Annai Chettinadu Hotel,"Breakfast, Indoor Seating",Hotel,South Indian,"Curd Rice,  Rasam Rice,  Idli Sambar,  Masala Dosa,  Pongal,  Bonda Soup,  Medu Vada"," No.5/352 Rajiv Gandhi Road, Okkiyampet, Chennai",Okkiyampet,12.947,80.244,https://www.zomato.com/chennai/annai-chettinadu-hotel-okkiyampet,
K B Enterprise,"Free Parking, Outdoor Seating",Fast Food,Street Food,"Corn Chaat,  Kachori,  Pani Puri,  Pav Bhaji,  Samosa,  Bhel Puri,  Aloo Tikki"," Plot 10, Shop F3, OMR Food Street, MGR Road, Kandanchavadi, Perungudi, Chennai",Perungudi,12.9654,80.2461,https://www.zomato.com/chennai/k-b-enterprise-perungudi,
Ice Cube,Indoor Seating,Fast Food,"Fast Food,  Juices","Green Juice,  Watermelon Juice,  Peri Peri Fries,  Fried Chicken,  Mixed Fruit Juice,  Nuggets,  Fresh Orange Juice"," Near Balaji Dental College, Narayanapuram, Pallikaranai, Chennai",Pallikaranai,12.9349,80.2137,https://www.zomato.com/chennai/ice-cube-pallikaranai,
Chick Blast Juice Shop,"Home Delivery, Indoor Seating",Fast Food,"Fast Food,  Beverages","Onion Rings,  Buttermilk,  Mango Lassi,  French Fries,  Filter Coffee,  Fried Chicken,  Tender Coconut"," Shop, 7/8, Durairaj, Sriram Nagar, 100 Feet Road, Near Camp Road Junction, Selaiyur, Chennai",Selaiyur,12.9068,80.1425,https://www.zomato.com/chennai/chick-blast-juice-shop-selaiyur,
Asal Ghee Puttu,"Takeaway Only, Standing Tables",Restaurant,South Indian,"Filter Coffee,  Medu Vada,  Uthappam,  Pongal,  Masala Dosa,  Rava Idli,  Ghee Podi Dosa"," 17, 51, N Mada Street, Lalitha Nagar, Thiruvanmiyur, Chennai",Thiruvanmiyur,12.983,80.2594,https://www.zomato.com/chennai/asal-ghee-puttu-thiruvanmiyur,
Sri Maheswari Hotel,"Breakfast, Free Parking, Indoor Seating",Hotel,South Indian,"Bonda Soup,  Masala Dosa,  Medu Vada,  Curd Rice,  Idli Sambar,  Pongal,  Uthappam"," 37, Pillayar Koil Street, Maduvankarai, Guindy, Chennai",Guindy,13.0067,80.2206,https://www.zomato.com/chennai/sri-maheswari-hotel-guindy,
Shri Yamuna,"Breakfast, Free Parking, Indoor Seating",Restaurant,South Indian,"Rasam Rice,  Ghee Podi Dosa,  Filter Coffee,  Curd Rice,  Keerai Kootu,  Pongal,  Rava Idli"," 37, M T H Road, Ambattur Industrial Estate, Ambattur, Chennai",Ambattur,13.1186,80.1574,https://www.zomato.com/chennai/shri-yamuna-ambattur,
AR Biriyani,Indoor Seating,Fast Food,"Biryani,  Fast Food","Raita,  Onion Rings,  Milkshake,  Wrap,  Salna,  Mutton Biryani,  French Fries"," 63, Karikalan Main St, TNGO Colony, Arumbakkam, Chennai",Arumbakkam,13.0724,80.2102,https://www.zomato.com/chennai/ar-biriyani-arumbakkam,
Thiruannamalaiyar Bakery Food Production,"Vegetarian Only, Indoor Seating, Table Reservation Not Required, Desserts and Bakes",Bakery & Sweet Shop,"Bakery,  South Indian","Uthappam,  Cupcake,  Ghee Podi Dosa,  Filter Coffee,  Medu Vada,  Croissant,  Cookies"," 3, 88, Mount Poonamalle High Road, Ramapuram, Chennai",Ramapuram,13.0317,80.1817,https://www.zomato.com/chennai/thiruannamalaiyar-bakery-food-production-ramapuram,
Kirubaji Fast Foods,Indoor Seating,Restaurant,North Indian,"Palak Paneer,  Aloo Paratha,  Rajma Chawal,  Dal Makhani,  Rogan Josh,  Tandoori Chicken,  Naan"," 63, Karukku Main Road, Ilango Nagar, Ambattur, Chennai",Ambattur,13.1186,80.1574,https://www.zomato.com/chennai/kirubaji-fast-foods-ambattur,
Hotel Sri Sai Saravana Veg,Delivery Only,Hotel,"South Indian,  Chinese","Sausages,  Pork Belly,  Lamb Chops,  Prawn,  Mutton Leg Piece,  Marinated Chicken,  Minced Meat", Delivery Only,Thiruvallur,13.0902,80.2543,https://www.zomato.com/chennai/hotel-sri-sai-saravana-veg-thiruvallur,
Annachi Mess,Indoor Seating,Restaurant,South Indian,"Bonda Soup,  Medu Vada,  Pongal,  Rasam Rice,  Fried Rice,  Dim Sum,  Gobi Manchurian"," 7/518, Velachery Tambaram Main road, Vijayanagaram, Santhosapuram, Medavakkam, Chennai",Medavakkam,13.1227,79.9118,https://www.zomato.com/chennai/annachi-mess-medavakkam,3.8
Rajlaxmi Tiffin Service,Delivery Only,Cloud Kitchen,"South Indian,  North Indian","Medu Vada,  Curd Rice,  Masala Dosa,  Pongal,  Rava Idli,  Ghee Podi Dosa,  Keerai Kootu"," 24/50, Bheema Anna Garden Street, TTK Road, Alwarpet, Chennai",Alwarpet,12.92,80.192,https://www.zomato.com/chennai/rajlaxmi-tiffin-service-alwarpet,
Scratch &  Eat,Home Delivery,Restaurant,"Biryani,  Chinese,  Fast Food","Rasam Rice,  Biryani,  Masala Dosa,  Curd Rice,  Dal Makhani,  Butter Chicken,  Pongal"," Door 12/62, Alagiri Street, MGR Nagar, Near K.K. Nagar, Chennai",K.K. Nagar,13.0335,80.2531,https://www.zomato.com/chennai/scratch-eat-k-k-nagar,
Scoop & Juices,"Home Delivery, Indoor Seating",Fast Food,"Beverages,  Fast Food","Chicken 65,  Sandwich,  Brinjal Curry,  Hot Dog,  Wrap,  Hakka Noodles,  Dragon Chicken"," 114 A, Door 70/2, First Floor, S Periyasamy, Paper Mills Road, Perambur, Chennai",Perambur,13.041,80.1994,https://www.zomato.com/chennai/scoop-juices-perambur,
Rolls And Roll,"Breakfast, Takeaway Only",Fast Food,Fast Food,"Tender Coconut,  Rose Milk,  Masala Chai,  Nuggets,  French Fries,  Milkshake,  Cold Coffee"," Shop 2, Gandhi Street, Next to Jeevan Hospital, Mahindra World City, Chengalpattu, Chennai",Chengalpattu,13.121,80.2326,https://www.zomato.com/chennai/rolls-and-roll-chengalpattu,
Best Biriyani,Indoor Seating,Restaurant,Biryani,"Onion Rings,  Milkshake,  Wrap,  Hot Dog,  Nuggets,  Fried Chicken,  French Fries"," 140, 7th Street, Pudhu Nagar, M.K.B Nagar, Vyasarpadi, Perambur, Chennai",Perambur,12.6819,79.9888,https://www.zomato.com/chennai/best-biriyani-perambur,4
Kulambu Express,Home Delivery,Restaurant,"South Indian,  North Indian","Vegetable Biryani,  Mutton Biryani,  Chicken 65,  Sherbet,  Salna,  Egg Biryani,  Chicken Biryani"," 6B, 1st Shop, Kannabiran, Kovil Street, Opposite To Infant Jesus School Pallikaranai, Chennai",Pallikaranai,13.121,80.2326,https://www.zomato.com/chennai/kulambu-express-1-pallikaranai,
Ruchi Kabab,Indoor Seating,Restaurant,North Indian,"Masala Dosa,  Medu Vada,  Pongal,  Aloo Paratha,  Keerai Kootu,  Rajma Chawal,  Butter Chicken"," 4, Sivan Kovil Road, Munusamy Nagar, Thiruverkadu, Ambattur, Chennai",Ambattur,12.9349,80.2137,https://www.zomato.com/chennai/ruchi-kabab-ambattur,
Chilis Restaurant,"Breakfast, Indoor Seating",Restaurant,"North Indian,  South Indian","Biryani,  Butter Chicken,  Palak Paneer,  Aloo Paratha,  Naan,  Rogan Josh,  Chole Bhature"," Opposite 1st Mile Cars, ABs Pharmacy Upstairs, Gudalur, Vepery, Chennai",Vepery,13.1186,80.1574,https://www.zomato.com/chennai/chilis-restaurant-vepery,4.1
Jayaram Sweets,"Breakfast, Home Delivery, Desserts and Bakes",Fast Food,"Mithai,  Street Food","Filter Coffee,  Rogan Josh,  Aloo Paratha,  Tandoori Chicken,  Idli Sambar,  Paneer Butter Masala,  Pongal"," 22, South Street, Radha Nagar, Chromepet,, Chennai",Chromepet,13.0853,80.2607,https://www.zomato.com/chennai/jayaram-sweets-chromepet,
Umda Food Zone,"Breakfast, Home Delivery",Fast Food,Fast Food,"Kachori,  Sandesh,  Gulab Jamun,  Mysore Pak,  Ladoo,  Pani Puri,  Halwa"," 3-32, Block 12, J J Nagar, Mogappair, Chennai",Mogappair,12.9516,80.1462,https://www.zomato.com/chennai/umda-food-zone-1-mogappair,
Vera level Restaurant,"Free Parking, Indoor Seating",Restaurant,"North Indian,  Chinese","Onion Rings,  Burger,  Hot Dog,  Peri Peri Fries,  Fried Chicken,  Nuggets,  Sandwich"," 4, 2nd Street, Lotus Colony, Nandanam, Chennai",Nandanam,13.0837,80.175,https://www.zomato.com/chennai/vera-level-restaurant-nandanam,
Madapalli Restaurant,"Home Delivery, Vegetarian Only, Indoor Seating",Restaurant,"South Indian,  North Indian","Paneer Butter Masala,  Gobi Manchurian,  Chole Bhature,  Spring Rolls,  Biryani,  Fried Rice,  Chicken Manchurian"," 15, Hig, Nh 1, Anna Salai, Maraimalai Nagar, Potheri, Chennai",Potheri,13.03,80.2421,https://www.zomato.com/chennai/madapalli-restaurant-1-potheri,
Hamsika Tiffin Service,Home Delivery,Restaurant,South Indian,"Butter Chicken,  Medu Vada,  Rasam Rice,  Naan,  Biryani,  Paneer Butter Masala,  Curd Rice"," 3-587/B, Govindhan Nagar, 1st Street, Palavakkam, Chennai",Palavakkam,12.8213,80.0371,https://www.zomato.com/chennai/hamsika-tiffin-service-palavakkam,
Madras Currys,"Home Delivery, Indoor Seating",Restaurant,"Biryani,  South Indian,  Fast Food","Uthappam,  Curd Rice,  Idli Sambar,  Medu Vada,  Ghee Podi Dosa,  Filter Coffee,  Rasam Rice"," 86, 3rd Main Road, Venkateswara Nagar, Velachery, Chennai",Velachery,12.9617,80.2562,https://www.zomato.com/chennai/madras-currys-velachery,
Chennai Bhavan,"Breakfast, Home Delivery, Indoor Seating",Restaurant,South Indian,"French Fries,  Vegetable Biryani,  Sherbet,  Salna,  Milkshake,  Curd Rice,  Rava Idli"," 2/1130, Sholinganallur Road, Perumbakkam, Medavakkam, Chennai",Medavakkam,12.9755,80.2207,https://www.zomato.com/chennai/chennai-bhavan-medavakkam,
Twist Roll,"Home Delivery, Indoor Seating",Fast Food,Fast Food,"Rava Idli,  Idli Sambar,  Uthappam,  Pongal,  Curd Rice,  Ghee Podi Dosa,  Masala Dosa"," 50/32, Near Arogya Hospital, Bazar Road, Virugambakkam, Chennai",Virugambakkam,12.92,80.192,https://www.zomato.com/chennai/twist-roll-virugambakkam,3.9
